SEQUENCE1,SEQUENCE2,SEQUENCE3,SEQUENCE4,ORG,OBJ,PROJECT,ACCOUNT,ACCOUNT DESCRIPTION,TYPE,ORIGINAL APPROP
1000,30,3030,515150,10001500,515150,,1000-30-30-3030-303012-000000-000-515150-,Empl Insurance Premium,E,194610
1000,30,3030,515150,10001510,515150,,1000-30-30-3030-303021-000000-000-515150-,Empl Insurance Premium,E,265967
1000,30,3030,515150,10001530,515150,,1000-30-30-3030-303022-000000-000-515150-,Empl Insurance Premium,E,194610
1000,30,3030,515150,10001540,515150,,1000-30-30-3030-303023-000000-000-515150-,Empl Insurance Premium,E,201097
1000,30,3030,515150,10001550,515150,,1000-30-30-3030-303024-000000-000-515150-,Empl Insurance Premium,E,38922
1000,30,3030,515150,10001560,515150,,1000-30-30-3030-303025-000000-000-515150-,Empl Insurance Premium,E,214071
1000,30,3030,515150,10001570,515150,,1000-30-30-3030-303001-000000-000-515150-,Empl Insurance Premium,E,116766
1000,30,3030,515190,10001490,515190,,1000-30-30-3030-303011-000000-000-515190-,401K Retirement,E,2050
1000,30,3030,515190,10001500,515190,,1000-30-30-3030-303012-000000-000-515190-,401K Retirement,E,1350
1000,30,3030,515190,10001510,515190,,1000-30-30-3030-303021-000000-000-515190-,401K Retirement,E,4813
1000,30,3030,515190,10001530,515190,,1000-30-30-3030-303022-000000-000-515190-,401K Retirement,E,1613
1000,30,3030,515190,10001540,515190,,1000-30-30-3030-303023-000000-000-515190-,401K Retirement,E,5731
1000,30,3030,515190,10001560,515190,,1000-30-30-3030-303025-000000-000-515190-,401K Retirement,E,9749
1000,30,3030,515190,10001570,515190,,1000-30-30-3030-303001-000000-000-515190-,401K Retirement,E,1246
1000,30,3030,515195,10001490,515195,,1000-30-30-3030-303011-000000-000-515195-,401K Sworn Officers Retir,E,130913
1000,30,3030,515195,10001500,515195,,1000-30-30-3030-303012-000000-000-515195-,401K Sworn Officers Retir,E,92246
1000,30,3030,515195,10001510,515195,,1000-30-30-3030-303021-000000-000-515195-,401K Sworn Officers Retir,E,118167
1000,30,3030,515195,10001530,515195,,1000-30-30-3030-303022-000000-000-515195-,401K Sworn Officers Retir,E,92523
1000,30,3030,515195,10001540,515195,,1000-30-30-3030-303023-000000-000-515195-,401K Sworn Officers Retir,E,84334
1000,30,3030,515195,10001550,515195,,1000-30-30-3030-303024-000000-000-515195-,401K Sworn Officers Retir,E,17923
1000,30,3030,515195,10001560,515195,,1000-30-30-3030-303025-000000-000-515195-,401K Sworn Officers Retir,E,87554
1000,30,3030,515195,10001570,515195,,1000-30-30-3030-303001-000000-000-515195-,401K Sworn Officers Retir,E,60496
1000,30,3030,520050,10001530,520050,,1000-30-30-3030-303022-000000-000-520050-,Auto & Othr Allowances,E,250
1000,30,3030,520060,10001510,520060,,1000-30-30-3030-303021-000000-000-520060-,Meals and Subsistence,E,4500
1000,30,3030,520060,10001530,520060,,1000-30-30-3030-303022-000000-000-520060-,Meals and Subsistence,E,1200
1000,30,3030,520060,10001540,520060,,1000-30-30-3030-303023-000000-000-520060-,Meals and Subsistence,E,300
1000,30,3030,520060,10001560,520060,,1000-30-30-3030-303025-000000-000-520060-,Meals and Subsistence,E,200
1000,30,3030,520060,10001570,520060,,1000-30-30-3030-303001-000000-000-520060-,Meals and Subsistence,E,315
1000,30,3030,520110,10001510,520110,,1000-30-30-3030-303021-000000-000-520110-,M&R Equipment,E,200
1000,30,3030,520110,10001530,520110,,1000-30-30-3030-303022-000000-000-520110-,M&R Equipment,E,250
1000,30,3030,520110,10001540,520110,,1000-30-30-3030-303023-000000-000-520110-,M&R Equipment,E,700
1000,30,3030,520110,10001560,520110,,1000-30-30-3030-303025-000000-000-520110-,M&R Equipment,E,500
1000,30,3030,520110,10001570,520110,,1000-30-30-3030-303001-000000-000-520110-,M&R Equipment,E,1010
1000,30,3030,520115,10001510,520115,,1000-30-30-3030-303021-000000-000-520115-,M&R-Auto/Equipment,E,0
1000,30,3030,520115,10001530,520115,,1000-30-30-3030-303022-000000-000-520115-,M&R-Auto/Equipment,E,0
1000,30,3030,520115,10001540,520115,,1000-30-30-3030-303023-000000-000-520115-,M&R-Auto/Equipment,E,0
1000,30,3030,520115,10001560,520115,,1000-30-30-3030-303025-000000-000-520115-,M&R-Auto/Equipment,E,0
1000,30,3030,520115,10001570,520115,,1000-30-30-3030-303001-000000-000-520115-,M&R-Auto/Equipment,E,0
1000,30,3030,520250,10001570,520250,,1000-30-30-3030-303001-000000-000-520250-,Management Fees,E,0
1000,30,3030,520610,10001570,520610,,1000-30-30-3030-303001-000000-000-520610-,Education,E,0
1000,30,3030,521900,10001490,521900,,1000-30-30-3030-303011-000000-000-521900-,Fees - Other,E,200000
1000,30,3030,521900,10001510,521900,,1000-30-30-3030-303021-000000-000-521900-,Fees - Other,E,10600
1000,30,3030,521900,10001560,521900,,1000-30-30-3030-303025-000000-000-521900-,Fees - Other,E,2500
1000,30,3030,521900,10001570,521900,,1000-30-30-3030-303001-000000-000-521900-,Fees - Other,E,0
1000,30,3030,521910,10001490,521910,,1000-30-30-3030-303011-000000-000-521910-,Misc Contractual Services,E,2000
1000,30,3030,521910,10001510,521910,,1000-30-30-3030-303021-000000-000-521910-,Misc Contractual Services,E,0
1000,30,3030,521910,10001540,521910,,1000-30-30-3030-303023-000000-000-521910-,Misc Contractual Services,E,1500
1000,30,3030,521910,10001550,521910,,1000-30-30-3030-303024-000000-000-521910-,Misc Contractual Services,E,500
1000,30,3030,521910,10001570,521910,,1000-30-30-3030-303001-000000-000-521910-,Misc Contractual Services,E,24675
1000,30,3030,522210,10001490,522210,,1000-30-30-3030-303011-000000-000-522210-,Specialty Departmental Supplie,E,23100
1000,30,3030,522210,10001500,522210,,1000-30-30-3030-303012-000000-000-522210-,Specialty Departmental Supplie,E,1650
1000,30,3030,522210,10001510,522210,,1000-30-30-3030-303021-000000-000-522210-,Specialty Departmental Supplie,E,2200
1000,30,3030,522210,10001530,522210,,1000-30-30-3030-303022-000000-000-522210-,Specialty Departmental Supplie,E,1300
1000,30,3030,522210,10001540,522210,,1000-30-30-3030-303023-000000-000-522210-,Specialty Departmental Supplie,E,2300
1000,30,3030,522210,10001550,522210,,1000-30-30-3030-303024-000000-000-522210-,Specialty Departmental Supplie,E,22190
1000,30,3030,522210,10001560,522210,,1000-30-30-3030-303025-000000-000-522210-,Specialty Departmental Supplie,E,1750
1000,30,3030,522210,10001570,522210,,1000-30-30-3030-303001-000000-000-522210-,Specialty Departmental Supplie,E,2265
1000,30,3030,522230,10001490,522230,,1000-30-30-3030-303011-000000-000-522230-,Sm Tools & Expnd Eqpt,E,0
1000,30,3030,522230,10001500,522230,,1000-30-30-3030-303012-000000-000-522230-,Sm Tools & Expnd Eqpt,E,0
1000,30,3030,522230,10001540,522230,,1000-30-30-3030-303023-000000-000-522230-,Sm Tools & Expnd Eqpt,E,0
1000,30,3030,522230,10001570,522230,,1000-30-30-3030-303001-000000-000-522230-,Sm Tools & Expnd Eqpt,E,7500
1000,30,3030,522240,10001490,522240,,1000-30-30-3030-303011-000000-000-522240-,Office Supplies,E,0
1000,30,3030,522240,10001500,522240,,1000-30-30-3030-303012-000000-000-522240-,Office Supplies,E,750
1000,30,3030,522240,10001510,522240,,1000-30-30-3030-303021-000000-000-522240-,Office Supplies,E,2500
1000,30,3030,522240,10001530,522240,,1000-30-30-3030-303022-000000-000-522240-,Office Supplies,E,1200
1000,30,3030,522240,10001540,522240,,1000-30-30-3030-303023-000000-000-522240-,Office Supplies,E,1000
1000,30,3030,522240,10001550,522240,,1000-30-30-3030-303024-000000-000-522240-,Office Supplies,E,500
1000,30,3030,522240,10001560,522240,,1000-30-30-3030-303025-000000-000-522240-,Office Supplies,E,2000
1000,30,3030,522240,10001570,522240,,1000-30-30-3030-303001-000000-000-522240-,Office Supplies,E,4400
1000,30,3030,522250,10001490,522250,,1000-30-30-3030-303011-000000-000-522250-,Technology Services,E,0
1000,30,3030,522250,10001550,522250,,1000-30-30-3030-303024-000000-000-522250-,Technology Services,E,18000
1000,30,3030,522490,10001510,522490,,1000-30-30-3030-303021-000000-000-522490-,Other Materials/Supplies,E,0
1000,30,3030,522490,10001570,522490,,1000-30-30-3030-303001-000000-000-522490-,Other Materials/Supplies,E,0
1000,30,3030,522500,10001490,522500,,1000-30-30-3030-303011-000000-000-522500-,Telecommunications,E,7500
1000,30,3030,522500,10001510,522500,,1000-30-30-3030-303021-000000-000-522500-,Telecommunications,E,800
1000,30,3030,522500,10001550,522500,,1000-30-30-3030-303024-000000-000-522500-,Telecommunications,E,2000
1000,30,3030,522510,10001490,522510,,1000-30-30-3030-303011-000000-000-522510-,ISP Telecommunications,E,4635
1000,30,3030,522520,10001490,522520,,1000-30-30-3030-303011-000000-000-522520-,Utilities,E,1200
1000,30,3030,522520,10001500,522520,,1000-30-30-3030-303012-000000-000-522520-,Utilities,E,7600
1000,30,3030,524020,10001510,524020,,1000-30-30-3030-303021-000000-000-524020-,Rental Of Equipment,E,0
1000,30,3030,524020,10001570,524020,,1000-30-30-3030-303001-000000-000-524020-,Rental Of Equipment,E,0
1000,30,3030,529000,10001490,529000,,1000-30-30-3030-303011-000000-000-529000-,Travel & Meetings,E,0
1000,30,3030,529000,10001510,529000,,1000-30-30-3030-303021-000000-000-529000-,Travel & Meetings,E,12500
1000,30,3030,529000,10001570,529000,,1000-30-30-3030-303001-000000-000-529000-,Travel & Meetings,E,0
1000,30,3030,529010,10001560,529010,,1000-30-30-3030-303025-000000-000-529010-,Empl Reimb Training Exp,E,0
1000,30,3030,529020,10001500,529020,,1000-30-30-3030-303012-000000-000-529020-,Training Conf & Meetings,E,0
1000,30,3030,529020,10001510,529020,,1000-30-30-3030-303021-000000-000-529020-,Training Conf & Meetings,E,0
1000,30,3030,529020,10001560,529020,,1000-30-30-3030-303025-000000-000-529020-,Training Conf & Meetings,E,0
1000,30,3030,529020,10001570,529020,,1000-30-30-3030-303001-000000-000-529020-,Training Conf & Meetings,E,46500
1000,30,3030,529040,10001510,529040,,1000-30-30-3030-303021-000000-000-529040-,Printing & Publishing,E,0
1000,30,3030,529040,10001540,529040,,1000-30-30-3030-303023-000000-000-529040-,Printing & Publishing,E,1500
1000,30,3030,529040,10001570,529040,,1000-30-30-3030-303001-000000-000-529040-,Printing & Publishing,E,59600
1000,30,3030,529050,10001490,529050,,1000-30-30-3030-303011-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,0
1000,30,3030,529050,10001570,529050,,1000-30-30-3030-303001-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,3660
1000,30,3030,529999,10001560,529999,,1000-30-30-3030-303025-000000-000-529999-,Pcard expense - unallocated,E,0
1000,30,3030,529999,10001570,529999,,1000-30-30-3030-303001-000000-000-529999-,Pcard expense - unallocated,E,0
1000,30,3030,560100,10001490,560100,,1000-30-30-3030-303011-000000-000-560100-,Reimbursed Expenses,E,0
1000,30,3030,560100,10001500,560100,,1000-30-30-3030-303012-000000-000-560100-,Reimbursed Expenses,E,0
1000,30,3030,560100,10001510,560100,,1000-30-30-3030-303021-000000-000-560100-,Reimbursed Expenses,E,0
1000,30,3040,510100,10001580,510100,,1000-30-30-3040-304011-000000-000-510100-,Salaries & Wages - Regular,E,412495
1000,30,3040,510100,10001590,510100,,1000-30-30-3040-304012-000000-000-510100-,Salaries & Wages - Regular,E,144166
1000,30,3040,510100,10001610,510100,,1000-30-30-3040-304014-000000-000-510100-,Salaries & Wages - Regular,E,457004
1000,30,3040,510100,10001620,510100,,1000-30-30-3040-304015-000000-000-510100-,Salaries & Wages - Regular,E,965445
1000,30,3040,510100,10001640,510100,,1000-30-30-3040-304017-000000-000-510100-,Salaries & Wages - Regular,E,982709
1000,30,3040,510100,10001650,510100,,1000-30-30-3040-304018-000000-000-510100-,Salaries & Wages - Regular,E,398913
1000,30,3040,510100,10001660,510100,,1000-30-30-3040-304021-000000-000-510100-,Salaries & Wages - Regular,E,1048496
1000,30,3040,510100,10001670,510100,,1000-30-30-3040-304022-000000-000-510100-,Salaries & Wages - Regular,E,1556586
1000,30,3040,510100,10001680,510100,,1000-30-30-3040-304023-000000-000-510100-,Salaries & Wages - Regular,E,1208056
1000,30,3040,510100,10001690,510100,,1000-30-30-3040-304031-000000-000-510100-,Salaries & Wages - Regular,E,2723084
1000,30,3040,510100,10001700,510100,,1000-30-30-3040-304032-000000-000-510100-,Salaries & Wages - Regular,E,342800
1000,30,3040,510100,10001720,510100,,1000-30-30-3040-304033-000000-000-510100-,Salaries & Wages - Regular,E,65691
1000,30,3040,510100,10001730,510100,,1000-30-30-3040-304034-000000-000-510100-,Salaries & Wages - Regular,E,198086
1000,30,3040,510100,10001740,510100,,1000-30-30-3040-304035-000000-000-510100-,Salaries & Wages - Regular,E,40830
1000,30,3040,510100,10001750,510100,,1000-30-30-3040-304036-000000-000-510100-,Salaries & Wages - Regular,E,252369
1000,30,3040,510100,10001760,510100,,1000-30-30-3040-304001-000000-000-510100-,Salaries & Wages - Regular,E,514687
1000,30,3040,510140,10001580,510140,,1000-30-30-3040-304011-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001590,510140,,1000-30-30-3040-304012-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001610,510140,,1000-30-30-3040-304014-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001620,510140,,1000-30-30-3040-304015-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001640,510140,,1000-30-30-3040-304017-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001650,510140,,1000-30-30-3040-304018-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001660,510140,,1000-30-30-3040-304021-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001670,510140,,1000-30-30-3040-304022-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001680,510140,,1000-30-30-3040-304023-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001690,510140,,1000-30-30-3040-304031-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001700,510140,,1000-30-30-3040-304032-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001720,510140,,1000-30-30-3040-304033-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001730,510140,,1000-30-30-3040-304034-000000-000-510140-,Overtime,E,0
1000,30,3040,510140,10001750,510140,,1000-30-30-3040-304036-000000-000-510140-,Overtime,E,0
1000,30,3040,510150,10001610,510150,,1000-30-30-3040-304014-000000-000-510150-,Salary & Wage - Temp,E,14148
1000,30,3040,510150,10001650,510150,,1000-30-30-3040-304018-000000-000-510150-,Salary & Wage - Temp,E,0
1000,30,3040,510150,10001660,510150,,1000-30-30-3040-304021-000000-000-510150-,Salary & Wage - Temp,E,20000
1000,30,3040,510150,10001670,510150,,1000-30-30-3040-304022-000000-000-510150-,Salary & Wage - Temp,E,0
1000,30,3040,510150,10001680,510150,,1000-30-30-3040-304023-000000-000-510150-,Salary & Wage - Temp,E,15000
1000,30,3040,510150,10001690,510150,,1000-30-30-3040-304031-000000-000-510150-,Salary & Wage - Temp,E,0
1000,30,3040,510150,10001700,510150,,1000-30-30-3040-304032-000000-000-510150-,Salary & Wage - Temp,E,18880
1000,30,3040,510150,10001720,510150,,1000-30-30-3040-304033-000000-000-510150-,Salary & Wage - Temp,E,0
1000,30,3040,510150,10001730,510150,,1000-30-30-3040-304034-000000-000-510150-,Salary & Wage - Temp,E,0
1000,30,3040,510160,10001660,510160,,1000-30-30-3040-304021-000000-000-510160-,Workers Comp Transfer,E,0
1000,30,3040,510190,10001690,510190,,1000-30-30-3040-304031-000000-000-510190-,Salary & Wages-Part-Time,E,15534
1000,30,3040,510195,10001580,510195,,1000-30-30-3040-304011-000000-000-510195-,Employee Merit Pay,E,10435
1000,30,3040,510195,10001590,510195,,1000-30-30-3040-304012-000000-000-510195-,Employee Merit Pay,E,2129
1000,30,3040,510195,10001610,510195,,1000-30-30-3040-304014-000000-000-510195-,Employee Merit Pay,E,8968
1000,30,3040,510195,10001620,510195,,1000-30-30-3040-304015-000000-000-510195-,Employee Merit Pay,E,21672
1000,30,3040,510195,10001640,510195,,1000-30-30-3040-304017-000000-000-510195-,Employee Merit Pay,E,28942
1000,30,3040,510195,10001650,510195,,1000-30-30-3040-304018-000000-000-510195-,Employee Merit Pay,E,15005
1000,30,3040,510195,10001660,510195,,1000-30-30-3040-304021-000000-000-510195-,Employee Merit Pay,E,15743
1000,30,3040,510195,10001670,510195,,1000-30-30-3040-304022-000000-000-510195-,Employee Merit Pay,E,25932
1000,30,3040,510195,10001680,510195,,1000-30-30-3040-304023-000000-000-510195-,Employee Merit Pay,E,22447
1000,30,3040,510195,10001690,510195,,1000-30-30-3040-304031-000000-000-510195-,Employee Merit Pay,E,46323
1000,30,3040,510195,10001700,510195,,1000-30-30-3040-304032-000000-000-510195-,Employee Merit Pay,E,7423
1000,30,3040,510195,10001720,510195,,1000-30-30-3040-304033-000000-000-510195-,Employee Merit Pay,E,970
1000,30,3040,510195,10001730,510195,,1000-30-30-3040-304034-000000-000-510195-,Employee Merit Pay,E,5495
1000,30,3040,510195,10001740,510195,,1000-30-30-3040-304035-000000-000-510195-,Employee Merit Pay,E,603
1000,30,3040,510195,10001750,510195,,1000-30-30-3040-304036-000000-000-510195-,Employee Merit Pay,E,5089
1000,30,3040,510195,10001760,510195,,1000-30-30-3040-304001-000000-000-510195-,Employee Merit Pay,E,8282
1000,30,3040,515130,10001580,515130,,1000-30-30-3040-304011-000000-000-515130-,Social Security Tax,E,32354
1000,30,3040,515130,10001590,515130,,1000-30-30-3040-304012-000000-000-515130-,Social Security Tax,E,11192
1000,30,3040,515130,10001610,515130,,1000-30-30-3040-304014-000000-000-515130-,Social Security Tax,E,35647
1000,30,3040,515130,10001620,515130,,1000-30-30-3040-304015-000000-000-515130-,Social Security Tax,E,75514
1000,30,3040,515130,10001640,515130,,1000-30-30-3040-304017-000000-000-515130-,Social Security Tax,E,77391
1000,30,3040,515130,10001650,515130,,1000-30-30-3040-304018-000000-000-515130-,Social Security Tax,E,31665
1000,30,3040,515130,10001660,515130,,1000-30-30-3040-304021-000000-000-515130-,Social Security Tax,E,81414
1000,30,3040,515130,10001670,515130,,1000-30-30-3040-304022-000000-000-515130-,Social Security Tax,E,121063
1000,30,3040,515130,10001680,515130,,1000-30-30-3040-304023-000000-000-515130-,Social Security Tax,E,94134
1000,30,3040,515130,10001690,515130,,1000-30-30-3040-304031-000000-000-515130-,Social Security Tax,E,213071
1000,30,3040,515130,10001700,515130,,1000-30-30-3040-304032-000000-000-515130-,Social Security Tax,E,26792
1000,30,3040,515130,10001720,515130,,1000-30-30-3040-304033-000000-000-515130-,Social Security Tax,E,5100
1000,30,3040,515130,10001730,515130,,1000-30-30-3040-304034-000000-000-515130-,Social Security Tax,E,15574
1000,30,3040,515130,10001740,515130,,1000-30-30-3040-304035-000000-000-515130-,Social Security Tax,E,3170
1000,30,3040,515130,10001750,515130,,1000-30-30-3040-304036-000000-000-515130-,Social Security Tax,E,19696
1000,30,3040,515130,10001760,515130,,1000-30-30-3040-304001-000000-000-515130-,Social Security Tax,E,40007
1000,30,3040,515140,10001580,515140,,1000-30-30-3040-304011-000000-000-515140-,Empl Retirement Expns,E,31212
1000,30,3040,515140,10001590,515140,,1000-30-30-3040-304012-000000-000-515140-,Empl Retirement Expns,E,10797
1000,30,3040,515140,10001610,515140,,1000-30-30-3040-304014-000000-000-515140-,Empl Retirement Expns,E,34284
1000,30,3040,515140,10001620,515140,,1000-30-30-3040-304015-000000-000-515140-,Empl Retirement Expns,E,72849
1000,30,3040,515140,10001640,515140,,1000-30-30-3040-304017-000000-000-515140-,Empl Retirement Expns,E,74660
1000,30,3040,515140,10001650,515140,,1000-30-30-3040-304018-000000-000-515140-,Empl Retirement Expns,E,30547
1000,30,3040,515140,10001660,515140,,1000-30-30-3040-304021-000000-000-515140-,Empl Retirement Expns,E,76453
1000,30,3040,515140,10001670,515140,,1000-30-30-3040-304022-000000-000-515140-,Empl Retirement Expns,E,113467
1000,30,3040,515140,10001680,515140,,1000-30-30-3040-304023-000000-000-515140-,Empl Retirement Expns,E,88401
1000,30,3040,515140,10001690,515140,,1000-30-30-3040-304031-000000-000-515140-,Empl Retirement Expns,E,199680
1000,30,3040,515140,10001700,515140,,1000-30-30-3040-304032-000000-000-515140-,Empl Retirement Expns,E,25781
1000,30,3040,515140,10001720,515140,,1000-30-30-3040-304033-000000-000-515140-,Empl Retirement Expns,E,4920
1000,30,3040,515140,10001730,515140,,1000-30-30-3040-304034-000000-000-515140-,Empl Retirement Expns,E,14941
1000,30,3040,515140,10001740,515140,,1000-30-30-3040-304035-000000-000-515140-,Empl Retirement Expns,E,3058
1000,30,3040,515140,10001750,515140,,1000-30-30-3040-304036-000000-000-515140-,Empl Retirement Expns,E,19000
1000,30,3040,515140,10001760,515140,,1000-30-30-3040-304001-000000-000-515140-,Empl Retirement Expns,E,38438
1000,30,3040,515150,10001580,515150,,1000-30-30-3040-304011-000000-000-515150-,Empl Insurance Premium,E,38922
1000,30,3040,515150,10001590,515150,,1000-30-30-3040-304012-000000-000-515150-,Empl Insurance Premium,E,12974
1000,30,3040,515150,10001610,515150,,1000-30-30-3040-304014-000000-000-515150-,Empl Insurance Premium,E,45409
1000,30,3040,515150,10001620,515150,,1000-30-30-3040-304015-000000-000-515150-,Empl Insurance Premium,E,97305
1000,30,3040,515150,10001640,515150,,1000-30-30-3040-304017-000000-000-515150-,Empl Insurance Premium,E,103792
1000,30,3040,515150,10001650,515150,,1000-30-30-3040-304018-000000-000-515150-,Empl Insurance Premium,E,45409
1000,30,3040,515150,10001660,515150,,1000-30-30-3040-304021-000000-000-515150-,Empl Insurance Premium,E,168662
1000,30,3040,515150,10001670,515150,,1000-30-30-3040-304022-000000-000-515150-,Empl Insurance Premium,E,149201
1000,30,3040,515150,10001680,515150,,1000-30-30-3040-304023-000000-000-515150-,Empl Insurance Premium,E,188123
1000,30,3040,515150,10001690,515150,,1000-30-30-3040-304031-000000-000-515150-,Empl Insurance Premium,E,505986
1000,30,3040,515150,10001700,515150,,1000-30-30-3040-304032-000000-000-515150-,Empl Insurance Premium,E,32435
1000,30,3040,515150,10001720,515150,,1000-30-30-3040-304033-000000-000-515150-,Empl Insurance Premium,E,6487
1000,30,3040,515150,10001730,515150,,1000-30-30-3040-304034-000000-000-515150-,Empl Insurance Premium,E,25948
1000,30,3040,515150,10001740,515150,,1000-30-30-3040-304035-000000-000-515150-,Empl Insurance Premium,E,6487
1000,30,3040,515150,10001750,515150,,1000-30-30-3040-304036-000000-000-515150-,Empl Insurance Premium,E,25948
1000,30,3040,515150,10001760,515150,,1000-30-30-3040-304001-000000-000-515150-,Empl Insurance Premium,E,32435
1000,30,3040,515190,10001610,515190,,1000-30-30-3040-304014-000000-000-515190-,401K Retirement,E,1497
1000,30,3040,515190,10001650,515190,,1000-30-30-3040-304018-000000-000-515190-,401K Retirement,E,0
1000,30,3040,515190,10001660,515190,,1000-30-30-3040-304021-000000-000-515190-,401K Retirement,E,29832
1000,30,3040,515190,10001670,515190,,1000-30-30-3040-304022-000000-000-515190-,401K Retirement,E,47476
1000,30,3040,515190,10001680,515190,,1000-30-30-3040-304023-000000-000-515190-,401K Retirement,E,34431
1000,30,3040,515190,10001690,515190,,1000-30-30-3040-304031-000000-000-515190-,401K Retirement,E,83548
1000,30,3040,515190,10001700,515190,,1000-30-30-3040-304032-000000-000-515190-,401K Retirement,E,939
1000,30,3040,515190,10001720,515190,,1000-30-30-3040-304033-000000-000-515190-,401K Retirement,E,0
1000,30,3040,515190,10001730,515190,,1000-30-30-3040-304034-000000-000-515190-,401K Retirement,E,1185
1000,30,3040,515190,10001760,515190,,1000-30-30-3040-304001-000000-000-515190-,401K Retirement,E,2241
1000,30,3040,515195,10001580,515195,,1000-30-30-3040-304011-000000-000-515195-,401K Sworn Officers Retir,E,21147
1000,30,3040,515195,10001590,515195,,1000-30-30-3040-304012-000000-000-515195-,401K Sworn Officers Retir,E,7315
1000,30,3040,515195,10001610,515195,,1000-30-30-3040-304014-000000-000-515195-,401K Sworn Officers Retir,E,20803
1000,30,3040,515195,10001620,515195,,1000-30-30-3040-304015-000000-000-515195-,401K Sworn Officers Retir,E,49356
1000,30,3040,515195,10001640,515195,,1000-30-30-3040-304017-000000-000-515195-,401K Sworn Officers Retir,E,50583
1000,30,3040,515195,10001650,515195,,1000-30-30-3040-304018-000000-000-515195-,401K Sworn Officers Retir,E,20696
1000,30,3040,515195,10001660,515195,,1000-30-30-3040-304021-000000-000-515195-,401K Sworn Officers Retir,E,3492
1000,30,3040,515195,10001680,515195,,1000-30-30-3040-304023-000000-000-515195-,401K Sworn Officers Retir,E,4140
1000,30,3040,515195,10001690,515195,,1000-30-30-3040-304031-000000-000-515195-,401K Sworn Officers Retir,E,0
1000,30,3040,515195,10001700,515195,,1000-30-30-3040-304032-000000-000-515195-,401K Sworn Officers Retir,E,15946
1000,30,3040,515195,10001720,515195,,1000-30-30-3040-304033-000000-000-515195-,401K Sworn Officers Retir,E,3333
1000,30,3040,515195,10001730,515195,,1000-30-30-3040-304034-000000-000-515195-,401K Sworn Officers Retir,E,8205
1000,30,3040,515195,10001740,515195,,1000-30-30-3040-304035-000000-000-515195-,401K Sworn Officers Retir,E,2072
1000,30,3040,515195,10001750,515195,,1000-30-30-3040-304036-000000-000-515195-,401K Sworn Officers Retir,E,12873
1000,30,3040,515195,10001760,515195,,1000-30-30-3040-304001-000000-000-515195-,401K Sworn Officers Retir,E,22414
1000,30,3040,515200,10001690,515200,,1000-30-30-3040-304031-000000-000-515200-,Othr Empl Fringe Bnfts,E,299
1000,30,3040,515200,10001720,515200,,1000-30-30-3040-304033-000000-000-515200-,Othr Empl Fringe Bnfts,E,0
1000,30,3040,520030,10001660,520030,,1000-30-30-3040-304021-000000-000-520030-,Uniforms-Prot Clothing,E,1671456
1000,30,3040,520030,10001730,520030,,1000-30-30-3040-304034-000000-000-520030-,Uniforms-Prot Clothing,E,26000
1000,30,3040,520060,10001590,520060,,1000-30-30-3040-304012-000000-000-520060-,Meals and Subsistence,E,1000
1000,30,3040,520060,10001600,520060,,1000-30-30-3040-304013-000000-000-520060-,Meals and Subsistence,E,1000
1000,30,3040,520060,10001640,520060,,1000-30-30-3040-304017-000000-000-520060-,Meals and Subsistence,E,200
1000,30,3040,520060,10001680,520060,,1000-30-30-3040-304023-000000-000-520060-,Meals and Subsistence,E,500
1000,30,3040,520060,10001690,520060,,1000-30-30-3040-304031-000000-000-520060-,Meals and Subsistence,E,1000
1000,30,3040,520060,10001740,520060,,1000-30-30-3040-304035-000000-000-520060-,Meals and Subsistence,E,16000
1000,30,3040,520060,10001760,520060,,1000-30-30-3040-304001-000000-000-520060-,Meals and Subsistence,E,3000
1000,30,3040,520110,10001610,520110,,1000-30-30-3040-304014-000000-000-520110-,M&R Equipment,E,439000
1000,30,3040,520110,10001630,520110,,1000-30-30-3040-304016-000000-000-520110-,M&R Equipment,E,1050
1000,30,3040,520110,10001640,520110,,1000-30-30-3040-304017-000000-000-520110-,M&R Equipment,E,250
1000,30,3040,520110,10001660,520110,,1000-30-30-3040-304021-000000-000-520110-,M&R Equipment,E,1000
1000,30,3040,520110,10001670,520110,,1000-30-30-3040-304022-000000-000-520110-,M&R Equipment,E,10950
1000,30,3040,520110,10001680,520110,,1000-30-30-3040-304023-000000-000-520110-,M&R Equipment,E,4200
1000,30,3040,520115,10001610,520115,,1000-30-30-3040-304014-000000-000-520115-,M&R-Auto/Equipment,E,0
1000,30,3040,520115,10001630,520115,,1000-30-30-3040-304016-000000-000-520115-,M&R-Auto/Equipment,E,0
